crop_name,soil_type,crop_age_days,day_of_year,temperature_C,humidity_%,rainfall_mm,effective_rainfall_mm,solar_radiation_MJ_m2_day,wind_speed_m_s,field_capacity_%,wilting_point_%,soil_moisture_%,reference_evapotranspiration_ET0_mm_day,crop_coefficient_Kc,application_efficiency_%,root_zone_depth_m,available_water_content_mm_per_m,irrigation_interval_days,p_fraction,irrigate,irrigation_amount_m3
Grape,Sandy,58,138,30.24,43.8,0.03,0.02,22.04,3.15,19.59,8.08,9.08,8.267,0.823,81.73,0.834,95.99,6,0.535,1,643.49
Tomato,Sandy Loam,34,237,33.29,61.23,0.03,0.02,24.62,2.01,22.02,10.77,13.5,7.412,0.655,76.83,1.408,158.4,11,0.375,1,1717.53
Tomato,Sandy Loam,95,292,20.86,76.68,1.42,1.08,14.25,3.22,21.22,10.93,11.93,3.555,1.15,74.77,0.561,57.73,4,0.442,1,278.81
Apple,Clay Loam,170,8,-1.31,67.82,1.06,0.78,4.06,4.07,35.98,21.34,32.5,1.035,1.2,88.07,1.292,189.15,9,0.561,0,0.0
Tomato,Loam,25,241,30.51,78.06,0.59,0.46,17.08,4.35,29.44,13.61,22.48,5.13,0.6,73.16,0.761,120.47,11,0.38,1,796.37
Tomato,Sandy Loam,97,149,20.38,73.78,0.01,0.01,16.81,4.4,24.72,9.51,16.75,4.214,1.15,87.36,0.642,97.65,12,0.402,1,702.85
Grape,Loam,15,117,27.69,58.14,0.2,0.15,14.97,1.17,30.89,14.01,27.66,4.359,0.3,80.22,0.72,121.54,10,0.546,0,0.0
Grape,Loam,159,37,11.55,80.37,0.16,0.1,13.1,2.13,31.52,14.11,23.6,2.332,0.85,66.06,0.881,153.38,6,0.549,0,0.0
Tomato,Clay Loam,52,323,14.68,90.18,1.23,0.95,4.67,2.5,35.99,21.61,35.49,0.988,0.902,76.78,0.983,141.36,4,0.373,0,0.0
Apple,Loam,134,187,34.36,51.1,0.05,0.04,22.44,2.39,29.03,14.91,23.18,7.862,1.2,88.74,1.925,271.81,10,0.521,1,1269.02
Apple,Clay Loam,85,228,24.46,58.39,0.05,0.03,24.04,4.21,35.7,21.86,22.86,7.071,1.2,84.67,1.042,144.21,5,0.548,1,790.08
Tomato,Clay Loam,29,69,17.56,82.28,0.31,0.23,17.12,1.16,34.16,21.06,33.14,3.408,0.6,87.32,1.059,138.73,10,0.393,0,0.0
Tomato,Loam,42,325,16.41,78.62,1.01,0.77,9.76,2.11,29.9,13.58,22.33,2.238,0.765,61.4,0.636,103.8,2,0.351,1,156.82
Tomato,Loam,130,245,23.3,75.61,1.44,0.98,13.74,3.44,30.35,13.89,21.72,3.803,0.87,56.76,1.364,224.51,11,0.387,1,2281.26
Apple,Clay Loam,126,6,4.46,68.25,2.39,1.31,6.43,3.52,35.57,22.26,24.9,1.528,1.2,87.12,1.188,158.12,3,0.516,1,436.5
Grape,Sandy,194,279,21.78,74.03,0.11,0.06,13.33,4.04,16.41,8.26,9.37,3.785,0.757,67.41,0.999,81.42,1,0.532,1,104.33
Tomato,Clay Loam,21,309,15.27,64.22,0.33,0.24,11.14,1.03,36.06,22.08,32.31,2.518,0.6,66.24,0.837,117.01,1,0.435,0,0.0
Tomato,Clay Loam,78,23,10.13,83.1,9.57,6.24,6.45,0.59,36.91,22.37,28.15,1.119,1.15,57.45,0.811,117.92,5,0.411,1,618.31
Grape,Sandy Loam,67,134,28.97,47.37,0.11,0.08,22.24,0.98,21.78,10.25,16.45,6.224,0.85,74.73,0.82,94.55,5,0.506,1,292.43
Apple,Silty Loam,67,89,22.03,77.3,1.37,0.96,11.2,1.73,36.98,14.38,36.48,2.831,1.005,78.48,1.412,319.11,1,0.548,0,0.0
Apple,Loam,13,155,23.19,45.07,0.1,0.06,22.27,4.05,31.08,13.84,22.32,7.442,0.45,84.54,1.955,337.04,12,0.521,0,0.0
Tomato,Clay Loam,13,45,14.09,79.02,0.1,0.08,16.27,0.69,35.42,21.55,28.34,3.039,0.6,57.47,1.48,205.28,7,0.378,1,1276.3
Apple,Silty Loam,156,229,29.64,31.83,0.08,0.06,21.37,1.71,37.0,14.18,33.41,7.345,1.2,59.57,1.252,285.71,4,0.553,1,301.81
Potato,Loam,32,93,17.8,69.77,0.11,0.06,18.56,4.23,32.52,14.3,20.61,4.359,0.652,84.68,0.492,89.64,11,0.4,1,761.18
Potato,Silt Loam,10,157,27.06,58.67,0.24,0.17,20.0,4.49,34.4,12.8,23.66,6.915,0.5,63.82,0.539,116.42,10,0.396,1,907.06
Tomato,Loam,29,84,8.77,68.32,0.87,0.51,16.93,3.0,32.19,14.07,31.69,2.959,0.6,56.22,0.503,91.14,2,0.414,0,0.0
Potato,Loam,122,306,12.48,81.83,5.62,3.48,12.48,3.16,32.74,14.34,22.08,2.289,0.857,77.97,0.586,107.82,6,0.38,1,480.7
Grape,Loam,59,232,37.08,36.32,0.07,0.04,27.7,1.1,31.24,14.26,29.09,8.715,0.836,83.3,0.698,118.52,6,0.451,1,108.09
Potato,Silt Loam,17,268,25.47,53.74,0.6,0.42,16.14,1.59,32.19,13.59,26.71,4.848,0.5,55.41,0.462,85.93,2,0.387,0,0.0
Potato,Silt Loam,39,28,4.96,86.36,4.24,3.05,8.03,2.49,31.46,12.86,20.85,1.133,0.803,82.84,0.533,99.14,8,0.396,1,546.13
Potato,Loam,102,161,28.54,62.34,0.65,0.46,28.8,3.88,32.34,13.94,27.8,8.268,1.123,63.83,0.42,77.28,5,0.351,1,149.37
Tomato,Loam,113,295,23.11,71.11,0.11,0.06,16.4,4.09,32.11,13.4,24.06,4.642,1.108,56.81,1.411,264.0,2,0.351,1,399.88
Potato,Loam,46,31,9.59,72.87,0.18,0.13,10.09,3.78,32.6,14.95,25.34,2.164,0.955,55.13,0.533,94.07,12,0.352,1,842.28
Apple,Clay Loam,144,210,29.24,49.96,0.19,0.14,23.04,1.92,37.67,21.0,30.15,7.079,1.2,65.3,1.161,193.54,1,0.509,1,133.7
Potato,Silt Loam,63,191,29.71,30.22,0.03,0.01,19.82,3.32,31.8,12.61,31.3,8.843,1.15,84.72,0.537,103.05,11,0.351,1,139.45
Apple,Loam,12,143,18.61,55.76,1.2,0.6,22.4,1.17,32.92,14.31,30.98,5.075,0.45,60.99,1.246,231.88,3,0.565,0,0.0
Potato,Silt Loam,1,351,15.59,87.87,3.72,2.6,9.7,0.64,33.43,12.6,27.06,1.841,0.5,73.38,0.444,92.49,13,0.399,0,0.0
Potato,Sandy Loam,13,133,24.05,62.96,0.01,0.0,20.78,1.81,22.49,9.42,16.97,5.406,0.5,89.0,0.578,75.54,12,0.361,1,430.19
Potato,Sandy Loam,49,33,13.44,75.11,0.41,0.27,11.28,1.55,22.74,10.2,15.85,2.305,1.02,67.25,0.463,58.06,1,0.354,1,47.44
Grape,Sandy,128,117,24.12,62.57,0.38,0.25,16.12,0.99,17.06,7.86,9.45,4.13,0.85,87.02,0.723,66.52,10,0.451,1,632.27
Potato,Silt Loam,44,64,8.88,62.37,3.18,1.67,12.69,3.67,32.56,12.5,27.77,2.781,0.912,63.86,0.494,99.1,8,0.398,0,0.0
Grape,Sandy Loam,135,179,28.09,43.83,0.12,0.1,26.7,2.17,23.59,9.16,13.38,8.152,0.85,73.92,0.631,91.05,1,0.533,1,87.16
Potato,Sandy Loam,110,57,8.74,77.17,0.99,0.71,7.87,0.96,23.54,9.2,18.49,1.4,1.017,61.81,0.449,64.39,13,0.392,0,0.0
Apple,Clay Loam,9,24,1.42,83.52,6.92,4.7,6.62,0.56,36.18,21.86,24.49,0.844,0.45,67.06,1.438,205.92,2,0.588,1,501.35
Potato,Loam,100,356,12.18,88.41,0.88,0.5,4.05,1.85,31.93,13.77,22.93,0.839,1.15,81.74,0.551,100.06,2,0.387,1,121.34
Potato,Loam,48,205,25.18,58.98,0.09,0.05,18.35,2.37,30.17,14.1,26.69,5.459,0.998,71.21,0.503,80.83,3,0.35,1,73.74
Grape,Loam,98,330,15.05,46.22,1.05,0.72,13.68,0.87,32.06,14.46,24.37,3.179,0.85,59.29,0.823,144.85,5,0.524,0,0.0
Potato,Loam,89,44,6.64,74.76,0.82,0.58,10.03,2.84,29.0,14.53,28.5,1.779,1.15,71.99,0.432,62.51,4,0.367,0,0.0
Apple,Loam,129,270,12.58,62.72,0.39,0.2,14.24,1.54,29.75,14.2,15.2,2.993,1.2,88.62,1.966,305.71,7,0.573,1,2259.5
Tomato,Clay Loam,71,207,32.63,55.01,0.04,0.03,25.05,2.21,37.39,22.4,33.91,7.881,1.15,89.5,1.031,154.55,10,0.398,1,400.88
Apple,Loam,185,245,22.45,46.75,0.53,0.35,8.23,0.78,29.15,14.97,21.45,2.538,0.975,59.42,1.097,155.55,4,0.562,0,0.0
Tomato,Clay Loam,90,44,17.22,83.13,1.01,0.65,15.56,1.51,36.05,21.03,35.55,3.08,1.15,62.59,0.983,147.65,2,0.361,0,0.0
Tomato,Loam,34,37,5.43,91.05,4.52,2.33,11.13,1.25,32.94,14.06,24.82,1.47,0.655,79.19,1.301,245.63,8,0.416,1,1067.22
Grape,Sandy,56,3,16.3,71.42,1.52,0.9,8.05,0.98,16.82,8.44,9.44,1.884,0.795,63.44,0.971,81.37,6,0.49,1,677.74
Apple,Loam,161,8,5.96,86.21,6.7,5.25,13.71,2.23,29.77,13.84,23.54,1.82,1.2,71.34,1.356,216.01,9,0.565,0,0.0
Potato,Silt Loam,38,336,10.88,92.83,3.9,2.11,3.0,1.34,34.02,12.61,23.24,0.521,0.782,82.65,0.5,107.05,6,0.368,1,391.29
Apple,Clay Loam,134,32,6.92,81.59,2.1,1.18,10.54,2.25,35.17,22.3,24.36,1.641,1.2,69.01,1.264,162.68,8,0.591,1,1583.98
Tomato,Clay Loam,39,55,13.03,63.07,0.88,0.61,13.98,3.61,37.26,21.83,29.69,3.392,0.724,62.2,0.941,145.2,6,0.352,1,687.14
Tomato,Sandy Loam,110,80,17.65,62.15,0.86,0.45,14.14,1.29,23.29,9.31,16.35,3.365,1.15,69.34,1.309,183.0,1,0.366,1,131.01
Apple,Loam,41,343,8.86,75.21,0.23,0.18,8.46,3.27,30.05,14.46,22.93,1.79,0.615,67.07,1.711,266.74,10,0.525,0,0.0
Tomato,Loam,44,326,16.02,66.32,1.55,0.84,9.85,2.02,30.56,13.07,17.32,2.624,0.792,73.99,0.775,135.55,10,0.431,1,1386.81
Apple,Clay Loam,154,177,28.41,51.44,0.49,0.31,26.08,3.38,34.61,22.35,34.11,8.355,1.2,56.8,1.445,177.16,5,0.599,1,254.4
Tomato,Loam,113,253,29.25,53.52,0.33,0.2,21.26,2.56,31.71,14.55,25.9,6.939,1.108,69.53,0.921,158.04,11,0.428,1,846.56
Potato,Sandy Loam,38,2,6.7,93.13,11.54,8.3,11.74,1.26,21.59,10.07,21.09,1.583,0.782,67.39,0.455,52.42,7,0.388,0,0.0
Grape,Loam,55,45,13.1,71.45,0.13,0.1,9.95,1.89,29.58,14.5,18.89,2.235,0.781,66.98,0.571,86.11,4,0.49,1,364.53
Grape,Sandy Loam,105,168,31.47,52.17,0.15,0.09,24.7,1.49,22.89,9.92,13.04,7.296,0.85,71.38,0.943,122.31,3,0.47,1,390.38
Potato,Loam,91,205,21.2,64.08,0.08,0.05,26.18,2.17,31.97,13.95,24.66,6.1,1.15,59.13,0.443,79.83,12,0.364,1,657.2
Potato,Silt Loam,56,59,6.01,86.36,0.25,0.16,12.1,3.99,32.67,13.2,24.91,1.563,1.15,74.59,0.587,114.29,5,0.398,1,305.34
Apple,Clay Loam,87,177,23.86,47.67,0.2,0.15,21.59,2.64,35.97,22.99,23.99,6.593,1.2,81.92,1.875,243.38,3,0.546,1,822.6
Tomato,Sandy Loam,15,337,9.62,83.99,7.52,5.77,4.28,4.48,22.61,9.54,10.54,1.122,0.6,65.37,1.106,144.55,5,0.406,1,1021.07
Tomato,Clay Loam,130,178,27.66,58.11,0.19,0.09,23.37,1.47,35.97,22.87,34.66,6.365,0.87,85.21,0.878,115.02,4,0.403,1,82.43
Potato,Silt Loam,49,277,26.97,73.42,1.96,1.45,10.13,2.93,33.98,13.73,30.18,3.478,1.02,62.96,0.501,101.45,13,0.387,0,0.0
Tomato,Loam,63,294,28.34,58.98,1.62,0.93,18.18,3.08,30.64,13.44,19.82,6.149,1.054,66.76,1.316,226.35,6,0.351,1,1279.73
Tomato,Clay Loam,106,314,16.4,76.95,0.21,0.13,5.75,3.68,36.87,21.16,33.9,1.954,1.15,79.29,0.838,131.65,1,0.414,0,0.0
Potato,Silt Loam,53,350,13.81,83.19,16.51,9.02,5.86,2.13,34.76,13.72,28.92,1.345,1.107,85.3,0.548,115.3,9,0.37,0,0.0
Apple,Clay Loam,72,286,22.04,59.67,0.71,0.5,11.92,3.42,35.72,22.58,31.62,4.336,1.08,72.05,1.791,235.34,5,0.554,1,509.58
Tomato,Clay Loam,107,195,28.71,58.96,0.13,0.1,23.42,0.67,35.08,22.18,32.79,6.007,1.15,79.64,1.487,191.82,5,0.383,1,213.79
Grape,Sandy Loam,219,280,22.36,57.71,2.44,1.78,15.25,1.23,23.07,9.71,18.28,4.052,0.59,74.19,0.831,111.02,6,0.494,0,0.0
Grape,Loam,12,128,28.47,46.56,0.04,0.02,19.99,2.2,31.81,14.33,24.78,6.702,0.3,59.65,0.989,172.88,13,0.456,0,0.0
Potato,Sandy Loam,21,128,29.13,53.16,0.03,0.02,20.17,2.47,24.02,10.35,19.2,6.662,0.5,68.72,0.484,66.16,10,0.394,0,0.0
Tomato,Loam,60,88,15.84,72.52,4.19,2.1,14.53,1.38,29.99,13.4,18.77,3.056,1.012,86.16,0.726,120.44,2,0.412,1,189.08
Grape,Sandy Loam,222,339,11.54,62.88,2.52,1.3,7.42,2.01,22.27,10.14,14.61,2.032,0.57,74.94,0.966,117.18,13,0.46,1,1283.62
Tomato,Clay Loam,104,9,15.65,78.63,3.0,1.68,11.03,2.44,37.9,21.1,30.13,2.422,1.15,59.5,1.296,217.73,12,0.414,1,2030.91
Tomato,Loam,26,179,24.29,56.4,0.11,0.07,16.1,3.38,31.76,14.73,25.72,5.526,0.6,61.26,0.836,142.37,11,0.381,0,0.0
Potato,Sandy Loam,32,13,8.28,87.29,1.79,1.12,10.64,2.35,22.39,9.51,16.72,1.584,0.652,77.09,0.463,59.63,7,0.379,1,238.38
Grape,Sandy,9,249,26.67,52.21,0.5,0.39,18.54,2.72,19.24,7.9,18.74,6.222,0.3,76.47,0.936,106.14,10,0.531,0,0.0
Tomato,Clay Loam,13,315,20.61,76.47,0.34,0.25,7.44,1.46,34.72,22.2,28.46,2.001,0.6,89.01,1.375,172.15,2,0.428,1,193.41
Tomato,Sandy Loam,92,258,16.99,50.76,0.11,0.08,17.95,1.58,22.11,10.01,21.09,4.379,1.15,84.39,0.786,95.11,3,0.405,1,55.88
Potato,Sandy Loam,75,265,14.65,55.06,1.11,0.85,18.05,2.73,23.23,10.36,20.15,4.326,1.15,78.3,0.47,60.49,11,0.393,1,203.37
Apple,Clay Loam,55,98,17.76,58.93,2.46,1.41,16.69,2.51,34.93,21.24,31.7,4.316,0.825,84.71,1.249,170.99,10,0.553,0,0.0
Potato,Sandy Loam,40,201,30.29,51.89,0.01,0.0,19.96,3.5,24.21,10.43,15.26,7.508,0.825,85.47,0.51,70.28,7,0.353,1,373.83
Grape,Sandy Loam,134,140,31.1,58.74,0.69,0.38,18.29,3.04,22.14,9.23,14.92,6.515,0.85,87.48,0.7,90.37,8,0.476,1,462.19
Potato,Silt Loam,115,140,21.65,42.57,1.16,0.67,17.25,3.05,32.81,13.32,32.31,5.976,0.95,85.66,0.444,86.54,2,0.368,1,20.73
Apple,Clay Loam,74,209,21.63,52.91,0.1,0.07,20.91,3.24,37.5,22.91,31.41,6.1,1.11,81.56,1.989,290.2,1,0.594,1,148.52
Tomato,Clay Loam,129,339,12.75,91.95,1.81,1.0,8.86,0.51,35.19,21.97,31.63,1.531,0.884,86.13,0.511,67.55,4,0.415,0,0.0
Grape,Sandy,71,102,23.34,68.81,0.16,0.09,17.74,2.89,16.86,7.3,9.97,4.795,0.85,66.04,0.831,79.44,1,0.542,1,86.7
Apple,Loam,103,39,5.1,69.34,6.54,4.55,17.68,0.73,32.27,14.65,28.63,2.59,1.2,81.03,1.564,275.58,11,0.555,0,0.0
Grape,Sandy Loam,183,233,35.4,40.7,0.1,0.07,28.21,3.16,24.9,9.09,19.43,10.67,0.83,64.29,0.772,122.05,3,0.525,1,197.05
Grape,Loam,221,178,26.4,40.39,0.1,0.08,25.73,0.82,31.24,13.24,19.17,6.761,0.577,64.6,0.964,173.52,2,0.546,1,360.23
Potato,Loam,43,255,24.75,54.64,0.12,0.08,15.64,3.52,29.93,13.29,20.34,5.686,0.89,70.27,0.468,77.88,4,0.373,1,255.48
Apple,Clay Loam,137,303,12.61,71.39,1.63,1.0,3.15,3.8,34.61,21.18,28.62,1.667,1.2,89.81,1.745,234.35,9,0.596,0,0.0
Apple,Silty Loam,20,232,26.53,38.89,0.13,0.1,26.06,0.7,34.57,13.16,29.71,6.768,0.45,73.62,1.755,375.75,9,0.512,0,0.0
Tomato,Sandy Loam,72,317,18.12,74.4,1.19,0.68,7.65,3.09,21.47,9.21,11.45,2.373,1.15,79.04,1.138,139.52,10,0.419,1,1442.66
Apple,Silty Loam,168,84,11.26,61.97,1.37,1.08,14.41,0.85,33.33,14.82,25.24,2.749,1.2,64.27,1.129,208.98,9,0.572,0,0.0
Grape,Sandy,74,65,13.74,71.99,2.05,1.15,13.61,1.38,19.61,8.17,12.79,2.746,0.85,66.87,0.836,95.64,2,0.547,1,170.53
Grape,Sandy Loam,42,163,27.5,51.78,0.16,0.11,27.28,2.36,22.23,10.51,13.04,7.896,0.603,67.34,0.714,83.68,11,0.498,1,1071.85
Potato,Silt Loam,35,212,29.39,52.78,0.11,0.06,18.36,3.49,34.46,13.67,24.77,6.985,0.717,64.22,0.41,85.24,11,0.397,1,680.5
Potato,Sandy Loam,77,257,26.58,65.25,0.07,0.04,17.4,3.89,22.79,10.27,11.27,5.649,1.15,73.77,0.506,63.35,2,0.362,1,158.03
Apple,Silty Loam,125,217,30.07,35.34,0.02,0.01,17.73,3.16,33.67,13.99,29.67,7.97,1.2,61.6,1.099,216.28,12,0.575,1,856.36
Potato,Loam,36,142,20.76,60.82,1.13,0.79,16.8,1.02,29.22,14.52,28.72,4.053,0.738,74.08,0.504,74.09,1,0.377,0,0.0
Potato,Loam,43,130,15.07,62.35,0.57,0.41,24.75,0.77,29.64,14.86,24.3,4.864,0.89,84.36,0.544,80.4,12,0.363,1,413.22
Apple,Silty Loam,47,146,18.96,56.04,0.61,0.47,20.65,1.97,36.48,14.48,34.1,5.071,0.705,57.92,1.566,344.52,4,0.52,0,0.0
Apple,Silty Loam,186,64,13.25,67.71,1.63,1.02,14.62,4.12,33.58,14.76,21.2,3.341,0.96,65.2,1.959,368.68,1,0.565,1,371.97
Potato,Sandy Loam,113,158,26.74,64.81,0.17,0.12,26.32,1.68,24.14,9.99,10.99,6.728,0.977,79.91,0.511,72.31,10,0.39,1,840.9
Tomato,Loam,83,318,9.36,84.55,2.29,1.59,8.45,1.31,32.38,14.81,26.69,1.422,1.15,69.58,0.982,172.54,5,0.378,0,0.0
Tomato,Loam,130,332,9.7,78.02,3.41,2.5,7.14,1.07,32.85,13.59,25.04,1.339,0.87,81.03,1.127,217.06,3,0.416,0,0.0
Apple,Silty Loam,73,341,5.34,71.95,0.02,0.02,5.41,3.53,35.18,13.31,26.25,1.376,1.095,66.01,1.495,326.96,2,0.515,0,0.0
Apple,Loam,1,72,8.77,56.32,1.53,1.15,11.83,1.59,29.92,14.35,26.77,2.458,0.45,74.54,1.707,265.78,7,0.575,0,0.0
Potato,Loam,83,119,15.67,65.74,0.15,0.1,14.9,1.71,29.39,13.62,25.62,3.348,1.15,81.36,0.53,83.58,5,0.377,1,122.79
Tomato,Clay Loam,41,134,20.93,71.29,0.01,0.01,16.4,2.31,36.76,22.12,29.7,4.047,0.751,76.09,0.841,123.12,10,0.415,1,780.32
Grape,Loam,13,269,25.62,38.84,0.54,0.38,20.0,2.89,31.06,14.43,25.67,7.227,0.3,84.94,0.599,99.61,10,0.544,0,0.0
Potato,Sandy Loam,67,167,29.89,54.94,0.09,0.05,25.85,2.45,21.81,9.94,10.94,7.83,1.15,86.27,0.519,61.61,11,0.383,1,719.33
Grape,Sandy Loam,151,229,37.81,35.62,0.0,0.0,22.96,3.65,22.69,9.29,22.19,10.868,0.85,79.1,0.943,126.36,8,0.535,1,190.75
Apple,Silty Loam,144,337,5.43,74.93,6.32,3.76,6.82,1.22,35.52,14.22,29.54,1.175,1.2,89.29,1.291,274.98,13,0.586,0,0.0
Potato,Silt Loam,84,94,14.12,80.65,1.25,0.88,16.95,3.58,31.29,13.25,23.97,3.072,1.15,68.74,0.439,79.2,1,0.353,1,46.75
Potato,Loam,44,91,18.77,64.31,0.02,0.01,19.17,0.5,30.96,14.8,19.54,4.106,0.912,65.14,0.417,67.39,2,0.358,1,146.21
Tomato,Sandy Loam,76,323,13.14,79.36,2.7,1.59,11.19,2.84,24.74,9.78,23.36,2.259,1.15,57.51,1.085,162.32,9,0.36,0,0.0
Potato,Sandy Loam,4,265,24.83,58.04,0.35,0.28,17.49,4.35,21.94,9.35,17.61,6.112,0.5,68.45,0.59,74.28,7,0.376,0,0.0
Tomato,Sandy Loam,77,98,13.31,74.15,1.29,0.84,13.97,1.65,22.58,10.12,20.64,2.749,1.15,76.61,1.429,178.05,13,0.361,0,0.0
Potato,Silt Loam,46,143,18.43,51.19,2.11,1.63,19.24,1.84,34.87,13.04,31.86,4.874,0.955,67.18,0.549,119.85,3,0.368,0,0.0
Potato,Silt Loam,106,151,25.0,48.06,0.06,0.04,23.56,2.42,32.16,12.68,31.66,6.999,1.07,75.75,0.447,87.08,8,0.376,1,94.42
Grape,Sandy Loam,228,145,20.16,48.76,0.47,0.34,22.65,1.09,21.4,9.56,20.31,5.428,0.53,89.63,0.615,72.82,2,0.463,0,0.0
Tomato,Loam,119,40,17.5,67.17,0.74,0.51,12.97,0.57,30.68,14.92,23.33,2.788,1.024,63.23,1.252,197.32,8,0.44,1,1164.28
Potato,Silt Loam,47,48,5.53,86.1,1.54,0.86,10.31,3.08,34.69,13.11,26.35,1.396,0.977,76.97,0.529,114.16,1,0.371,1,57.32
Potato,Sandy Loam,21,284,18.61,66.34,2.87,1.72,16.72,3.02,23.93,10.12,22.19,4.212,0.5,59.63,0.461,63.66,8,0.392,0,0.0
Apple,Clay Loam,86,290,12.93,68.56,0.76,0.59,18.04,1.57,36.01,21.26,24.4,3.471,1.2,67.3,1.576,232.46,9,0.59,1,2446.9
Apple,Silty Loam,175,343,7.54,68.34,0.42,0.3,3.41,3.83,34.25,13.2,24.42,1.495,1.125,59.7,2.0,421.0,12,0.539,0,0.0
Apple,Silty Loam,68,334,10.29,88.46,5.81,3.44,8.47,0.71,33.39,14.43,24.85,1.397,1.02,64.98,1.539,291.79,1,0.596,0,0.0
Tomato,Sandy Loam,83,142,23.11,66.28,0.22,0.15,17.76,3.44,23.78,9.99,18.37,5.052,1.15,88.04,1.125,155.14,1,0.394,1,69.13
Grape,Sandy Loam,47,359,9.93,47.69,0.51,0.27,10.27,2.4,22.05,10.05,15.37,2.848,0.671,88.03,0.606,72.72,1,0.539,1,45.99
Tomato,Loam,113,17,10.62,68.15,1.71,0.9,13.85,3.18,29.41,13.13,19.78,2.826,1.108,81.47,0.708,115.26,13,0.436,1,1087.94
Potato,Sandy Loam,86,354,8.6,76.94,0.27,0.18,9.14,4.07,24.0,10.46,21.08,1.833,1.15,75.15,0.437,59.17,12,0.381,0,0.0
Grape,Sandy Loam,93,346,12.67,68.06,0.71,0.55,9.99,0.53,23.42,9.71,17.15,1.946,0.85,78.16,0.846,115.99,11,0.455,1,746.53
Apple,Loam,23,349,5.34,85.18,2.13,1.36,5.14,0.69,31.18,14.72,25.82,0.77,0.45,55.35,1.873,308.3,10,0.571,0,0.0
Potato,Silt Loam,29,290,21.21,62.48,4.97,3.1,13.73,0.99,31.12,13.56,23.44,3.426,0.587,59.69,0.446,78.32,3,0.39,1,172.15
Potato,Loam,95,355,7.0,70.8,7.55,5.28,8.53,3.82,30.84,13.07,22.1,1.865,1.15,70.76,0.418,74.28,1,0.396,1,51.63
Potato,Sandy Loam,121,105,22.76,69.95,0.17,0.12,22.69,2.98,21.24,9.4,10.4,5.547,0.87,83.57,0.447,52.92,13,0.37,1,753.75
Tomato,Clay Loam,18,358,11.86,64.86,1.51,0.93,6.05,0.9,34.01,21.16,31.12,1.422,0.6,60.07,1.023,131.46,2,0.436,0,0.0
Grape,Loam,122,86,21.41,73.68,1.48,1.14,16.02,0.66,31.26,13.5,24.7,3.591,0.85,87.97,0.623,110.64,12,0.526,0,0.0
Tomato,Sandy Loam,31,5,12.63,86.62,6.25,3.36,5.95,2.98,24.75,10.46,15.13,1.251,0.614,83.72,0.941,134.47,11,0.424,1,1189.4
Potato,Sandy Loam,42,322,11.52,69.01,11.93,8.19,11.81,3.12,22.56,10.72,16.15,2.632,0.868,84.38,0.498,58.96,4,0.37,1,151.32
Potato,Loam,40,275,19.91,75.77,0.01,0.0,14.49,3.24,32.05,14.27,31.55,3.552,0.825,74.98,0.522,92.81,2,0.365,0,0.0
Apple,Loam,82,330,9.01,62.0,4.54,2.57,5.39,2.73,30.09,14.73,28.97,1.815,1.2,59.66,1.137,174.64,8,0.544,0,0.0
Tomato,Clay Loam,5,173,22.62,63.42,0.09,0.07,21.46,1.36,35.56,21.64,29.36,5.215,0.6,66.25,1.5,208.8,12,0.375,1,1684.53
Grape,Sandy,30,267,26.23,47.74,0.38,0.25,24.35,3.43,19.68,8.72,18.81,7.913,0.438,65.09,0.921,100.94,3,0.497,0,0.0
Grape,Loam,91,91,22.12,47.87,0.26,0.15,19.82,2.99,30.88,13.29,29.74,6.17,0.85,63.34,0.618,108.71,7,0.463,1,136.6
Apple,Clay Loam,113,124,15.81,68.42,0.56,0.41,20.38,4.07,36.38,22.47,30.79,4.381,1.2,56.33,1.582,220.06,12,0.597,1,1883.91
Grape,Loam,137,207,32.61,45.05,0.0,0.0,22.35,2.05,29.18,13.7,25.58,7.677,0.85,83.59,0.609,94.27,1,0.507,1,26.23
Grape,Sandy,232,134,22.51,64.07,0.19,0.12,24.57,2.64,17.73,8.01,9.8,6.093,0.503,64.69,0.934,90.78,6,0.488,1,686.96
Grape,Sandy,10,239,39.59,32.15,0.03,0.02,22.89,3.23,17.59,7.19,13.62,10.947,0.3,78.3,0.831,86.42,3,0.46,0,0.0
Tomato,Clay Loam,34,166,21.75,70.98,0.28,0.16,25.49,1.14,36.23,21.24,30.03,5.672,0.655,76.09,1.317,197.42,6,0.405,1,643.87
Apple,Silty Loam,163,206,30.54,34.77,0.21,0.12,23.7,3.06,35.35,14.88,26.95,9.198,1.2,80.65,1.663,340.42,3,0.582,1,519.62
Potato,Silt Loam,93,3,10.81,77.86,1.19,0.82,7.02,2.08,34.69,13.12,32.66,1.52,1.15,89.09,0.455,98.14,4,0.381,0,0.0
Tomato,Loam,68,321,11.31,80.08,2.82,1.75,12.21,0.86,31.2,14.75,24.56,2.153,1.123,85.79,0.516,84.88,1,0.38,1,39.94
Potato,Loam,69,231,29.02,55.3,0.15,0.11,17.45,1.35,31.17,13.99,22.73,5.222,1.15,84.2,0.553,95.01,13,0.358,1,720.61
Tomato,Sandy Loam,60,104,19.15,86.7,2.38,1.44,15.63,3.91,21.54,10.49,21.04,3.053,1.012,84.55,0.969,107.07,11,0.417,0,0.0
Potato,Loam,46,273,19.63,71.54,1.83,1.18,16.8,2.81,29.75,14.52,16.59,4.052,0.955,55.64,0.573,87.27,10,0.373,1,1355.26
